indicator,indicator_name,use_code,building_use_group,last_use_discontinued,stock_buildings,demolished_buildings,demolition_rate_pct,demolished_buildings_with_area,demolished_area_coverage_pct,demolished_m2_total,median_demolished_m2_total
D3,Historical AND process-3,311,Transport,false,1629,20,1.2277470841006752,20,100.0,4321,143.5
D3,Historical AND process-3,920,Outbuildings & other,false,705406,8498,1.2046963025548407,15,0.17651212049894094,919,20.0
D3,Historical AND process-3,534,Leisure,false,337,4,1.1869436201780417,4,100.0,1673,217.5
D3,Historical AND process-3,529,Leisure,false,2171,25,1.1515430677107323,25,100.0,1271,20.0
D3,Historical AND process-3,439,Institutions,false,878,10,1.1389521640091116,10,100.0,2570,224.0
D3,Historical AND process-3,239,Production & energy,false,3148,34,1.0800508259212198,34,100.0,5514,38.0
D3,Historical AND process-3,120,Housing,false,1426413,15352,1.0762661304965673,15352,100.0,1702756,102.0
D3,Historical AND process-3,412,Institutions,false,2623,26,0.9912314144109797,26,100.0,3474,56.0
D3,Historical AND process-3,160,Housing,false,9610,95,0.9885535900104058,95,100.0,67276,406.0
D3,Historical AND process-3,415,Institutions,false,2436,23,0.9441707717569787,23,100.0,6424,221.0
D3,Historical AND process-3,232,Production & energy,false,10149,93,0.9163464380727164,93,100.0,13254,45.0
D3,Historical AND process-3,442,Institutions,false,891,7,0.7856341189674524,7,100.0,678,95.0
D3,Historical AND process-3,535,Leisure,false,5355,41,0.7656395891690009,41,100.0,14239,243.0
D3,Historical AND process-3,332,Commerce & services,false,523,4,0.7648183556405354,4,100.0,705,128.5
D3,Historical AND process-3,950,Outbuildings & other,false,59125,447,0.7560253699788583,8,1.7897091722595078,401,24.0
D3,Historical AND process-3,540,Leisure,false,23597,157,0.6653388142560496,157,100.0,4971,30.0
D3,Historical AND process-3,413,Institutions,false,463,3,0.6479481641468683,3,100.0,1998,862.0
D3,Historical AND process-3,185,Housing,false,7846,50,0.637267397399949,50,100.0,3141,50.5
D3,Historical AND process-3,432,Institutions,false,167,1,0.5988023952095809,1,100.0,104,104.0
D3,Historical AND process-3,533,Leisure,false,2929,17,0.5804028678729942,17,100.0,17988,946.0
D3,Historical AND process-3,414,Institutions,false,3776,18,0.4766949152542373,18,100.0,6168,204.5
D3,Historical AND process-3,522,Leisure,false,6486,29,0.4471168670983657,29,100.0,1132,18.0
D3,Historical AND process-3,960,Outbuildings & other,false,9847,43,0.43668122270742354,1,2.3255813953488373,17,17.0
D3,Historical AND process-3,121,Housing,false,1413,6,0.42462845010615713,6,100.0,563,91.0
D3,Historical AND process-3,940,Outbuildings & other,false,78179,327,0.41827089116003013,7,2.1406727828746175,2766,96.0
D3,Historical AND process-3,140,Housing,false,177204,657,0.37075912507618336,657,100.0,363036,188.0
D3,Historical AND process-3,312,Transport,false,753,2,0.2656042496679947,2,100.0,506,253.0
D3,Historical AND process-3,,,false,28915,42,0.14525332872211655,0,0.0,0,
D3,Historical AND process-3,132,Housing,false,40884,51,0.12474317581449956,51,100.0,7623,155.0
D3,Historical AND process-3,131,Housing,false,118804,92,0.07743847008518233,92,100.0,21689,181.5
D3,Historical AND process-3,523,Leisure,false,1603,0,0.0,0,,0,
D3,Historical AND process-3,122,Housing,false,271,0,0.0,0,,0,
D3,Historical AND process-3,444,Institutions,false,119,0,0.0,0,,0,
D3,Historical AND process-3,451,Institutions,false,30,0,0.0,0,,0,
D4,Demolition case (total),210,Agriculture,true,104897,28124,26.811062280141474,28111,99.95377613426255,6225743,149.0
D4,Demolition case (total),310,Transport,true,3350,717,21.402985074626866,717,100.0,254953,148.0
D4,Demolition case (total),390,Commerce & services,true,1597,273,17.09455228553538,273,100.0,49479,75.0
D4,Demolition case (total),290,Production & energy,true,4409,722,16.375595373100477,719,99.58448753462605,156544,111.0
D4,Demolition case (total),220,Production & energy,true,18284,2954,16.156202143950996,2952,99.93229519295869,1836748,260.0
D4,Demolition case (total),520,Leisure,true,1116,149,13.35125448028674,149,100.0,25426,84.0
D4,Demolition case (total),440,Institutions,true,5333,693,12.99456216013501,693,100.0,172825,205.0
D4,Demolition case (total),230,Production & energy,true,5145,654,12.71137026239067,654,100.0,127362,59.5
D4,Demolition case (total),320,Commerce & services,true,34225,3785,11.05916727538349,3776,99.76221928665787,1983505,208.0
D4,Demolition case (total),330,Commerce & services,true,6038,656,10.86452467704538,656,100.0,150151,150.0
D4,Demolition case (total),530,Leisure,true,3969,410,10.33005794910557,410,100.0,133493,124.5
D4,Demolition case (total),420,Institutions,true,11989,1213,10.11760780715656,1213,100.0,580003,184.0
D4,Demolition case (total),410,Institutions,true,3110,285,9.163987138263666,285,100.0,92979,167.0
D4,Demolition case (total),490,Institutions,true,2059,177,8.596406022340943,177,100.0,53451,154.0
D4,Demolition case (total),430,Institutions,true,1861,144,7.737775389575496,144,100.0,154013,531.5
D4,Demolition case (total),130,Housing,true,178208,1288,0.722750942718621,1288,100.0,186544,96.0
D4,Demolition case (total),214,Agriculture,false,28064,5641,20.100484606613456,5641,100.0,2102073,215.0
D4,Demolition case (total),215,Agriculture,false,5190,582,11.213872832369942,582,100.0,1023968,705.0
D4,Demolition case (total),315,Transport,false,245,17,6.938775510204081,17,100.0,10635,241.0
D4,Demolition case (total),990,Outbuildings & other,false,782,54,6.905370843989769,27,50.0,5387,112.0
D4,Demolition case (total),110,Housing,false,148257,9208,6.210836587817101,9208,100.0,1237017,124.0
D4,Demolition case (total),211,Agriculture,false,40953,2543,6.209557297389691,2543,100.0,778892,234.0
D4,Demolition case (total),970,Agriculture,false,126311,6898,5.461123734274924,6735,97.63699623079152,160923,0.0
D4,Demolition case (total),216,Agriculture,false,45150,2382,5.275747508305647,2382,100.0,540647,179.0
D4,Demolition case (total),212,Agriculture,false,41471,2147,5.177111716621254,2147,100.0,643934,221.0
D4,Demolition case (total),234,Production & energy,false,2967,151,5.089315807212673,151,100.0,37413,64.0
D4,Demolition case (total),510,Leisure,false,307349,15568,5.065251554421846,15561,99.95503597122301,918904,55.0
D4,Demolition case (total),325,Commerce & services,false,3388,170,5.017709563164108,170,100.0,30181,149.0
D4,Demolition case (total),213,Agriculture,false,6454,320,4.9581654787728535,320,100.0,58273,60.0
D4,Demolition case (total),218,Agriculture,false,10468,518,4.948414214749714,518,100.0,149366,192.0
D4,Demolition case (total),233,Production & energy,false,5344,255,4.7717065868263475,255,100.0,41290,40.0
D4,Demolition case (total),219,Agriculture,false,54915,2551,4.645361012473823,2551,100.0,540708,138.0
D4,Demolition case (total),590,Leisure,false,20830,967,4.642342774843975,965,99.79317476732162,115541,50.0
D4,Demolition case (total),313,Transport,false,9834,442,4.4946105348789915,442,100.0,193268,174.5
D4,Demolition case (total),229,Production & energy,false,7569,325,4.2938300964460305,325,100.0,75508,102.0
D4,Demolition case (total),323,Commerce & services,false,63861,2691,4.213839432517498,2691,100.0,1633841,220.0
D4,Demolition case (total),422,Institutions,false,886,36,4.063205417607223,36,100.0,88801,1255.5
D4,Demolition case (total),190,Housing,false,9266,370,3.993093028275416,369,99.72972972972973,47624,75.0
D4,Demolition case (total),441,Institutions,false,10922,431,3.9461637062809007,431,100.0,144593,259.0
D4,Demolition case (total),532,Leisure,false,359,14,3.8997214484679668,14,100.0,17807,1101.5
D4,Demolition case (total),329,Commerce & services,false,5132,200,3.897116134060795,200,100.0,92524,139.5
D4,Demolition case (total),531,Leisure,false,7147,278,3.889743948509864,278,100.0,51032,119.5
D4,Demolition case (total),321,Commerce & services,false,36355,1411,3.881171778297346,1411,100.0,954889,200.0
D4,Demolition case (total),521,Leisure,false,2456,94,3.8273615635179157,94,100.0,13662,111.0
D4,Demolition case (total),910,Outbuildings & other,false,589301,22354,3.7933076645042174,326,1.4583519728012884,22246,54.0
D4,Demolition case (total),223,Production & energy,false,32006,1212,3.7867899768793354,1212,100.0,490413,211.5
D4,Demolition case (total),322,Commerce & services,false,23910,896,3.7473860309493934,896,100.0,630092,363.0
D4,Demolition case (total),311,Transport,false,1629,61,3.7446286065070598,61,100.0,18123,165.0
D4,Demolition case (total),930,Outbuildings & other,false,1230748,45875,3.7274080477888245,2224,4.847956403269755,295663,100.0
D4,Demolition case (total),217,Agriculture,false,102042,3803,3.726896767997491,3803,100.0,771550,140.0
D4,Demolition case (total),222,Production & energy,false,17549,652,3.7153114137557695,652,100.0,933307,542.5
D4,Demolition case (total),150,Housing,false,3288,120,3.64963503649635,120,100.0,75159,290.0
D4,Demolition case (total),333,Commerce & services,false,7680,269,3.5026041666666665,269,100.0,175942,157.0
D4,Demolition case (total),324,Commerce & services,false,629,22,3.4976152623211445,22,100.0,150851,1551.0
D4,Demolition case (total),999,Outbuildings & other,false,38692,1350,3.489093352631035,2,0.14814814814814814,0,0.0
D4,Demolition case (total),431,Institutions,false,1407,48,3.411513859275053,48,100.0,134369,638.5
D4,Demolition case (total),339,Commerce & services,false,4384,147,3.353102189781022,147,100.0,36464,41.0
D4,Demolition case (total),231,Production & energy,false,2359,79,3.3488766426451884,79,100.0,29678,188.0
D4,Demolition case (total),429,Institutions,false,8719,287,3.291661887831173,287,100.0,339870,247.0
D4,Demolition case (total),534,Leisure,false,337,11,3.2640949554896146,11,100.0,9104,210.0
D4,Demolition case (total),334,Commerce & services,false,3614,117,3.237410071942446,117,100.0,30751,145.0
D4,Demolition case (total),160,Housing,false,9610,310,3.225806451612903,309,99.67741935483872,305988,480.0
D4,Demolition case (total),239,Production & energy,false,3148,101,3.2083862770012703,101,100.0,58974,77.0
D4,Demolition case (total),421,Institutions,false,12810,405,3.161592505854801,405,100.0,337523,261.0
D4,Demolition case (total),331,Commerce & services,false,3869,119,3.0757301628327736,119,100.0,81749,324.0
D4,Demolition case (total),920,Outbuildings & other,false,705406,21399,3.033572155609677,31,0.1448665825505865,1779,40.0
D4,Demolition case (total),221,Production & energy,false,2512,76,3.0254777070063694,76,100.0,143585,290.0
D4,Demolition case (total),539,Leisure,false,3008,91,3.0252659574468086,91,100.0,32819,86.0
D4,Demolition case (total),319,Transport,false,1000,30,3.0,30,100.0,6973,109.0
D4,Demolition case (total),411,Institutions,false,955,27,2.8272251308900525,27,100.0,19508,242.0
D4,Demolition case (total),439,Institutions,false,878,24,2.733485193621868,24,100.0,17027,317.0
D4,Demolition case (total),416,Institutions,false,992,27,2.721774193548387,27,100.0,10398,96.0
D4,Demolition case (total),433,Institutions,false,2150,58,2.697674418604651,58,100.0,26695,252.0
D4,Demolition case (total),449,Institutions,false,3016,81,2.6856763925729443,81,100.0,44887,156.0
D4,Demolition case (total),314,Transport,false,5766,148,2.5667707249392993,148,100.0,28528,122.0
D4,Demolition case (total),120,Housing,false,1426413,33079,2.319033828211044,33077,99.99395386801294,3669437,101.0
D4,Demolition case (total),443,Institutions,false,303,7,2.31023102310231,7,100.0,963,72.0
D4,Demolition case (total),585,Leisure,false,20917,478,2.285222546254243,478,100.0,10119,17.0
D4,Demolition case (total),419,Institutions,false,4954,111,2.2406136455389585,111,100.0,24951,101.0
D4,Demolition case (total),413,Institutions,false,463,10,2.159827213822894,10,100.0,10411,821.0
D4,Demolition case (total),332,Commerce & services,false,523,11,2.1032504780114722,11,100.0,1852,86.0
D4,Demolition case (total),442,Institutions,false,891,18,2.0202020202020203,18,100.0,8661,150.5
D4,Demolition case (total),529,Leisure,false,2171,43,1.9806540764624598,43,100.0,2373,20.0
D4,Demolition case (total),412,Institutions,false,2623,48,1.8299656881433473,48,100.0,10422,98.5
D4,Demolition case (total),432,Institutions,false,167,3,1.7964071856287425,3,100.0,2084,128.0
D4,Demolition case (total),232,Production & energy,false,10149,181,1.7834269386146417,181,100.0,72816,56.0
D4,Demolition case (total),415,Institutions,false,2436,40,1.6420361247947455,40,100.0,16844,282.5
D4,Demolition case (total),312,Transport,false,753,12,1.593625498007968,12,100.0,89994,128.0
D4,Demolition case (total),533,Leisure,false,2929,46,1.5705018777739843,46,100.0,79066,1436.0
D4,Demolition case (total),535,Leisure,false,5355,81,1.5126050420168067,81,100.0,27533,240.0
D4,Demolition case (total),540,Leisure,false,23597,356,1.5086663558926983,356,100.0,11919,32.0
D4,Demolition case (total),185,Housing,false,7846,103,1.312770838643895,103,100.0,7855,57.0
D4,Demolition case (total),950,Outbuildings & other,false,59125,739,1.2498942917547569,16,2.165087956698241,810,31.0
D4,Demolition case (total),140,Housing,false,177204,1777,1.0027990338818535,1777,100.0,1197717,222.0
D4,Demolition case (total),121,Housing,false,1413,12,0.8492569002123143,12,100.0,1935,99.5
D4,Demolition case (total),522,Leisure,false,6486,55,0.8479802651865556,55,100.0,3196,20.0
D4,Demolition case (total),414,Institutions,false,3776,30,0.7944915254237288,30,100.0,10523,202.5
D4,Demolition case (total),960,Outbuildings & other,false,9847,70,0.7108764090585965,6,8.571428571428571,76,13.5
D4,Demolition case (total),940,Outbuildings & other,false,78179,533,0.6817687614320982,13,2.4390243902439024,3076,75.0
D4,Demolition case (total),523,Leisure,false,1603,5,0.3119151590767312,5,100.0,535,92.0
D4,Demolition case (total),132,Housing,false,40884,124,0.30329713335290087,124,100.0,17409,138.0
D4,Demolition case (total),,,false,28915,68,0.23517205602628394,0,0.0,0,
D4,Demolition case (total),131,Housing,false,118804,265,0.22305646274536212,265,100.0,71357,178.0
D4,Demolition case (total),122,Housing,false,271,0,0.0,0,,0,
D4,Demolition case (total),444,Institutions,false,119,0,0.0,0,,0,
D4,Demolition case (total),451,Institutions,false,30,0,0.0,0,,0,
D5,Completion proxy,210,Agriculture,true,104897,28066,26.755769945756313,28053,99.95368060999074,6206922,149.0
D5,Completion proxy,310,Transport,true,3350,716,21.37313432835821,716,100.0,254809,148.0
D5,Completion proxy,390,Commerce & services,true,1597,272,17.031934877896056,272,100.0,49449,75.0
D5,Completion proxy,290,Production & energy,true,4409,718,16.284871853027898,715,99.58217270194986,152708,108.0
D5,Completion proxy,220,Production & energy,true,18284,2951,16.13979435572085,2949,99.93222636394442,1836286,260.0
D5,Completion proxy,520,Leisure,true,1116,149,13.35125448028674,149,100.0,25426,84.0
D5,Completion proxy,440,Institutions,true,5333,691,12.957059816238514,691,100.0,172628,205.0
D5,Completion proxy,230,Production & energy,true,5145,653,12.69193391642371,653,100.0,127126,59.0
D5,Completion proxy,320,Commerce & services,true,34225,3780,11.044558071585099,3771,99.76190476190476,1982770,208.0
D5,Completion proxy,330,Commerce & services,true,6038,654,10.83140112620073,654,100.0,149224,150.0
D5,Completion proxy,530,Leisure,true,3969,410,10.33005794910557,410,100.0,133493,124.5
D5,Completion proxy,420,Institutions,true,11989,1213,10.11760780715656,1213,100.0,580003,184.0
D5,Completion proxy,410,Institutions,true,3110,285,9.163987138263666,285,100.0,92979,167.0
D5,Completion proxy,490,Institutions,true,2059,176,8.547838756677999,176,100.0,53381,158.5
D5,Completion proxy,430,Institutions,true,1861,143,7.684040838259,143,100.0,152940,528.0
D5,Completion proxy,130,Housing,true,178208,1151,0.6458744837493267,1151,100.0,162719,95.0
D5,Completion proxy,214,Agriculture,false,28064,3071,10.942844925883694,3071,100.0,1086382,208.0
D5,Completion proxy,215,Agriculture,false,5190,460,8.863198458574182,460,100.0,849882,720.0
D5,Completion proxy,315,Transport,false,245,14,5.714285714285714,14,100.0,9937,259.0
D5,Completion proxy,110,Housing,false,148257,7855,5.29823212394693,7855,100.0,1042767,122.0
D5,Completion proxy,990,Outbuildings & other,false,782,41,5.242966751918159,19,46.34146341463415,4270,102.0
D5,Completion proxy,510,Leisure,false,307349,13859,4.509206146758245,13852,99.94949130528899,805098,55.0
D5,Completion proxy,211,Agriculture,false,40953,1690,4.126681805972701,1690,100.0,484234,222.0
D5,Completion proxy,234,Production & energy,false,2967,119,4.0107853050219076,119,100.0,24075,54.0
D5,Completion proxy,590,Leisure,false,20830,820,3.9366298607777246,818,99.7560975609756,98500,49.5
D5,Completion proxy,190,Housing,false,9266,329,3.550615152169221,328,99.69604863221885,39860,70.5
D5,Completion proxy,970,Agriculture,false,126311,4416,3.496132561692964,4302,97.41847826086956,105632,0.0
D5,Completion proxy,216,Agriculture,false,45150,1565,3.466223698781838,1565,100.0,346776,172.0
D5,Completion proxy,213,Agriculture,false,6454,218,3.377750232414007,218,100.0,35355,64.0
D5,Completion proxy,212,Agriculture,false,41471,1397,3.368619034988305,1397,100.0,382380,208.0
D5,Completion proxy,910,Outbuildings & other,false,589301,19484,3.3062899944171145,203,1.0418805173475674,14207,55.0
D5,Completion proxy,325,Commerce & services,false,3388,110,3.2467532467532463,110,100.0,18904,136.5
D5,Completion proxy,930,Outbuildings & other,false,1230748,39189,3.1841611767802993,1687,4.304779402383322,232524,100.0
D5,Completion proxy,313,Transport,false,9834,311,3.1624974577994713,311,100.0,155639,171.0
D5,Completion proxy,233,Production & energy,false,5344,169,3.1624251497005993,169,100.0,14760,37.0
D5,Completion proxy,229,Production & energy,false,7569,232,3.065134099616858,232,100.0,43316,97.0
D5,Completion proxy,218,Agriculture,false,10468,315,3.0091708062667175,315,100.0,88334,189.0
D5,Completion proxy,323,Commerce & services,false,63861,1884,2.950157373044581,1884,100.0,1051637,215.0
D5,Completion proxy,219,Agriculture,false,54915,1596,2.9063097514340344,1596,100.0,320641,128.0
D5,Completion proxy,150,Housing,false,3288,92,2.798053527980535,92,100.0,40198,240.0
D5,Completion proxy,441,Institutions,false,10922,302,2.7650613440761767,302,100.0,92619,251.5
D5,Completion proxy,160,Housing,false,9610,264,2.747138397502601,263,99.62121212121212,204579,468.0
D5,Completion proxy,321,Commerce & services,false,36355,992,2.728648053912804,992,100.0,472335,178.5
D5,Completion proxy,531,Leisure,false,7147,195,2.7284175178396533,195,100.0,35231,128.0
D5,Completion proxy,329,Commerce & services,false,5132,140,2.7279812938425563,140,100.0,59377,164.0
D5,Completion proxy,920,Outbuildings & other,false,705406,18750,2.658043736514858,24,0.128,1586,41.0
D5,Completion proxy,322,Commerce & services,false,23910,634,2.6516102049351735,634,100.0,360169,336.0
D5,Completion proxy,223,Production & energy,false,32006,840,2.624507904767856,840,100.0,329577,207.0
D5,Completion proxy,222,Production & energy,false,17549,452,2.5756453359165765,452,100.0,462862,435.0
D5,Completion proxy,339,Commerce & services,false,4384,105,2.39507299270073,105,100.0,31072,41.0
D5,Completion proxy,231,Production & energy,false,2359,56,2.3738872403560833,56,100.0,18813,210.0
D5,Completion proxy,999,Outbuildings & other,false,38692,913,2.359660911816396,1,0.10952902519167579,0,0.0
D5,Completion proxy,217,Agriculture,false,102042,2404,2.355892671645009,2404,100.0,448435,128.0
D5,Completion proxy,334,Commerce & services,false,3614,80,2.213613724405091,80,100.0,19029,149.0
D5,Completion proxy,333,Commerce & services,false,7680,170,2.213541666666667,170,100.0,41754,141.5
D5,Completion proxy,331,Commerce & services,false,3869,85,2.196950116309124,85,100.0,47931,333.0
D5,Completion proxy,429,Institutions,false,8719,190,2.179148984975341,190,100.0,121911,225.0
D5,Completion proxy,422,Institutions,false,886,19,2.144469525959368,19,100.0,56240,1281.0
D5,Completion proxy,521,Leisure,false,2456,51,2.076547231270358,51,100.0,7857,125.0
D5,Completion proxy,421,Institutions,false,12810,266,2.0765027322404372,266,100.0,167416,231.5
D5,Completion proxy,324,Commerce & services,false,629,13,2.066772655007949,13,100.0,44433,1024.0
D5,Completion proxy,120,Housing,false,1426413,28541,2.0008931494595186,28540,99.99649626852599,3100245,100.0
D5,Completion proxy,433,Institutions,false,2150,41,1.9069767441860466,41,100.0,12040,198.0
D5,Completion proxy,539,Leisure,false,3008,55,1.8284574468085106,55,100.0,13367,66.0
D5,Completion proxy,319,Transport,false,1000,18,1.7999999999999998,18,100.0,4871,100.0
D5,Completion proxy,431,Institutions,false,1407,25,1.7768301350390905,25,100.0,39913,440.0
D5,Completion proxy,416,Institutions,false,992,17,1.7137096774193548,17,100.0,2526,100.0
D5,Completion proxy,585,Leisure,false,20917,356,1.701964908925754,356,100.0,7382,16.0
D5,Completion proxy,221,Production & energy,false,2512,42,1.6719745222929936,42,100.0,29172,279.5
D5,Completion proxy,532,Leisure,false,359,6,1.6713091922005572,6,100.0,4712,832.0
D5,Completion proxy,311,Transport,false,1629,27,1.6574585635359116,27,100.0,4580,70.0
D5,Completion proxy,443,Institutions,false,303,5,1.65016501650165,5,100.0,822,240.0
D5,Completion proxy,314,Transport,false,5766,92,1.5955601803676727,92,100.0,17712,122.0
D5,Completion proxy,419,Institutions,false,4954,73,1.4735567218409367,73,100.0,12056,96.0
D5,Completion proxy,449,Institutions,false,3016,44,1.4588859416445623,44,100.0,16431,150.0
D5,Completion proxy,411,Institutions,false,955,13,1.3612565445026177,13,100.0,4214,200.0
D5,Completion proxy,239,Production & energy,false,3148,38,1.207115628970775,38,100.0,6380,39.0
D5,Completion proxy,534,Leisure,false,337,4,1.1869436201780417,4,100.0,1673,217.5
D5,Completion proxy,540,Leisure,false,23597,276,1.1696402085010806,276,100.0,9424,32.0
D5,Completion proxy,529,Leisure,false,2171,25,1.1515430677107323,25,100.0,1271,20.0
D5,Completion proxy,439,Institutions,false,878,10,1.1389521640091116,10,100.0,2570,224.0
D5,Completion proxy,412,Institutions,false,2623,29,1.1056042699199389,29,100.0,3641,65.0
D5,Completion proxy,232,Production & energy,false,10149,103,1.014878313134299,103,100.0,13831,40.0
D5,Completion proxy,415,Institutions,false,2436,23,0.9441707717569787,23,100.0,6424,221.0
D5,Completion proxy,442,Institutions,false,891,8,0.8978675645342313,8,100.0,1202,121.5
D5,Completion proxy,413,Institutions,false,463,4,0.8639308855291578,4,100.0,2174,519.0
D5,Completion proxy,535,Leisure,false,5355,46,0.8590102707749767,46,100.0,15034,241.5
D5,Completion proxy,950,Outbuildings & other,false,59125,488,0.825369978858351,10,2.0491803278688523,665,31.0
D5,Completion proxy,332,Commerce & services,false,523,4,0.7648183556405354,4,100.0,705,128.5
D5,Completion proxy,185,Housing,false,7846,58,0.7392301809839409,58,100.0,3739,52.0
D5,Completion proxy,140,Housing,false,177204,1308,0.7381323220694793,1308,100.0,718663,189.0
D5,Completion proxy,432,Institutions,false,167,1,0.5988023952095809,1,100.0,104,104.0
D5,Completion proxy,533,Leisure,false,2929,17,0.5804028678729942,17,100.0,17988,946.0
D5,Completion proxy,522,Leisure,false,6486,35,0.5396238051187172,35,100.0,1222,18.0
D5,Completion proxy,312,Transport,false,753,4,0.5312084993359893,4,100.0,3032,332.0
D5,Completion proxy,414,Institutions,false,3776,20,0.5296610169491525,20,100.0,6951,204.5
D5,Completion proxy,960,Outbuildings & other,false,9847,47,0.4773027317964863,3,6.382978723404255,55,17.0
D5,Completion proxy,940,Outbuildings & other,false,78179,356,0.4553652515381369,7,1.9662921348314606,2766,96.0
D5,Completion proxy,121,Housing,false,1413,6,0.42462845010615713,6,100.0,563,91.0
D5,Completion proxy,132,Housing,false,40884,56,0.13697289893356815,56,100.0,8079,132.0
D5,Completion proxy,,,false,28915,31,0.1072107902472765,0,0.0,0,
D5,Completion proxy,131,Housing,false,118804,97,0.08164708258981179,97,100.0,23001,182.0
D5,Completion proxy,122,Housing,false,271,0,0.0,0,,0,
D5,Completion proxy,523,Leisure,false,1603,0,0.0,0,,0,
D5,Completion proxy,444,Institutions,false,119,0,0.0,0,,0,
D5,Completion proxy,451,Institutions,false,30,0,0.0,0,,0,
D6,Case-date proxy for felt 295,210,Agriculture,true,104897,27970,26.66425159918778,27957,99.95352163031819,6196976,149.0
D6,Case-date proxy for felt 295,310,Transport,true,3350,715,21.343283582089555,715,100.0,254269,148.0
D6,Case-date proxy for felt 295,390,Commerce & services,true,1597,272,17.031934877896056,272,100.0,49385,74.0
D6,Case-date proxy for felt 295,290,Production & energy,true,4409,714,16.19414833295532,711,99.57983193277312,155934,111.0
D6,Case-date proxy for felt 295,220,Production & energy,true,18284,2946,16.112448042003937,2944,99.93211133740665,1835429,260.0
D6,Case-date proxy for felt 295,520,Leisure,true,1116,150,13.440860215053762,150,100.0,25546,84.5
D6,Case-date proxy for felt 295,440,Institutions,true,5333,689,12.919557472342023,689,100.0,172268,205.0
D6,Case-date proxy for felt 295,230,Production & energy,true,5145,645,12.536443148688047,645,100.0,127180,60.0
D6,Case-date proxy for felt 295,320,Commerce & services,true,34225,3777,11.035792549306063,3768,99.76171564733916,1981646,208.0
D6,Case-date proxy for felt 295,330,Commerce & services,true,6038,651,10.781715799933753,651,100.0,149783,150.0
D6,Case-date proxy for felt 295,530,Leisure,true,3969,406,10.229276895943562,406,100.0,133090,125.0
D6,Case-date proxy for felt 295,420,Institutions,true,11989,1208,10.075902911001752,1208,100.0,577560,184.0
D6,Case-date proxy for felt 295,410,Institutions,true,3110,285,9.163987138263666,285,100.0,92566,165.0
D6,Case-date proxy for felt 295,490,Institutions,true,2059,176,8.547838756677999,176,100.0,53381,158.5
D6,Case-date proxy for felt 295,430,Institutions,true,1861,144,7.737775389575496,144,100.0,154013,531.5
D6,Case-date proxy for felt 295,130,Housing,true,178208,1285,0.7210675166098043,1285,100.0,181206,96.0
D6,Case-date proxy for felt 295,214,Agriculture,false,28064,5722,20.389110604332952,5722,100.0,2095664,215.0
D6,Case-date proxy for felt 295,215,Agriculture,false,5190,566,10.905587668593448,566,100.0,998699,700.0
D6,Case-date proxy for felt 295,315,Transport,false,245,18,7.346938775510205,18,100.0,10998,275.5
D6,Case-date proxy for felt 295,990,Outbuildings & other,false,782,53,6.7774936061381075,25,47.16981132075472,5009,112.0
D6,Case-date proxy for felt 295,110,Housing,false,148257,9065,6.11438245748936,9065,100.0,1214752,124.0
D6,Case-date proxy for felt 295,211,Agriculture,false,40953,2494,6.089907943252021,2494,100.0,753611,232.5
D6,Case-date proxy for felt 295,970,Agriculture,false,126311,6636,5.253699202761438,6474,97.55877034358048,155387,0.0
D6,Case-date proxy for felt 295,216,Agriculture,false,45150,2336,5.173864894795127,2336,100.0,523722,176.0
D6,Case-date proxy for felt 295,212,Agriculture,false,41471,2108,5.08307009717634,2108,100.0,616679,220.0
D6,Case-date proxy for felt 295,510,Leisure,false,307349,15348,4.99367168918721,15341,99.95439145165493,903552,55.0
D6,Case-date proxy for felt 295,218,Agriculture,false,10468,498,4.757355750859763,498,100.0,141104,192.0
D6,Case-date proxy for felt 295,233,Production & energy,false,5344,254,4.752994011976048,254,100.0,40615,40.0
D6,Case-date proxy for felt 295,213,Agriculture,false,6454,305,4.725751471955377,305,100.0,47623,64.0
D6,Case-date proxy for felt 295,234,Production & energy,false,2967,138,4.651162790697675,138,100.0,32020,64.0
D6,Case-date proxy for felt 295,325,Commerce & services,false,3388,155,4.574970484061393,155,100.0,27589,146.0
D6,Case-date proxy for felt 295,219,Agriculture,false,54915,2498,4.548848219976327,2498,100.0,532302,137.0
D6,Case-date proxy for felt 295,590,Leisure,false,20830,945,4.536725876140182,943,99.7883597883598,114475,50.0
D6,Case-date proxy for felt 295,324,Commerce & services,false,629,28,4.451510333863275,28,100.0,153744,1131.5
D6,Case-date proxy for felt 295,313,Transport,false,9834,425,4.3217408989221076,425,100.0,196439,174.0
D6,Case-date proxy for felt 295,229,Production & energy,false,7569,321,4.240982956797463,321,100.0,71789,101.0
D6,Case-date proxy for felt 295,323,Commerce & services,false,63861,2599,4.069776545935704,2599,100.0,1571702,224.0
D6,Case-date proxy for felt 295,190,Housing,false,9266,368,3.9715087416360886,367,99.72826086956522,46507,72.0
D6,Case-date proxy for felt 295,422,Institutions,false,886,35,3.9503386004514676,35,100.0,87085,1230.0
D6,Case-date proxy for felt 295,531,Leisure,false,7147,282,3.9457114873373444,282,100.0,50641,114.0
D6,Case-date proxy for felt 295,329,Commerce & services,false,5132,193,3.7607170693686673,193,100.0,92705,147.0
D6,Case-date proxy for felt 295,441,Institutions,false,10922,409,3.744735396447537,409,100.0,137379,265.0
D6,Case-date proxy for felt 295,321,Commerce & services,false,36355,1358,3.7353871544491817,1358,100.0,864146,190.0
